VehID,DepartedTime,ArrivedTime,RouteID,TravelTime,AverageSpeed
03.0,1.000000,27.000000,route1A,26.000000,12.307692
06.0,1.000000,40.000000,route2B,39.000000,8.205128
01.0,2.000000,89.000000,route1,87.000000,9.540230
06.1,4.000000,42.000000,route2B,38.000000,8.421053
01.1,5.000000,78.000000,route1,73.000000,11.369863
04.0,7.000000,46.000000,route1B,39.000000,8.205128
01.2,8.000000,89.000000,route1,81.000000,10.246914
07.0,8.000000,45.000000,route3A,37.000000,8.648649
03.1,10.000000,46.000000,route1A,36.000000,8.888889
01.3,11.000000,99.000000,route1,88.000000,9.431818
02.0,13.000000,93.000000,route2,80.000000,10.375000
04.1,15.000000,42.000000,route1B,27.000000,11.851852
07.1,16.000000,43.000000,route3A,27.000000,11.851852
01.4,17.000000,101.000000,route1,84.000000,9.880952
04.2,18.000000,54.000000,route1B,36.000000,8.888889
02.1,19.000000,110.000000,route2,91.000000,9.120879
04.3,21.000000,56.000000,route1B,35.000000,9.142857
10.0,21.000000,50.000000,route4B,29.000000,11.034483
02.2,22.000000,111.000000,route2,89.000000,9.325843
01.5,24.000000,103.000000,route1,79.000000,10.506329
02.3,25.000000,90.000000,route2,65.000000,12.769231
04.4,25.000000,58.000000,route1B,33.000000,9.696970
05.0,25.000000,67.000000,route2A,42.000000,7.619048
06.2,25.000000,66.000000,route2B,41.000000,7.804878
01.6,27.000000,114.000000,route1,87.000000,9.540230
02.4,28.000000,112.000000,route2,84.000000,9.880952
05.1,28.000000,63.000000,route2A,35.000000,9.142857
01.7,30.000000,136.000000,route1,106.000000,7.830189
02.5,31.000000,112.000000,route2,81.000000,10.246914
04.5,31.000000,56.000000,route1B,25.000000,12.800000
09.0,32.000000,65.000000,route4A,33.000000,9.696970
01.8,33.000000,125.000000,route1,92.000000,9.021739
02.6,34.000000,108.000000,route2,74.000000,11.216216
02.7,37.000000,124.000000,route2,87.000000,9.540230
10.1,37.000000,64.000000,route4B,27.000000,11.851852
01.9,38.000000,115.000000,route1,77.000000,10.779221
04.6,38.000000,73.000000,route1B,35.000000,9.142857
02.8,40.000000,128.000000,route2,88.000000,9.431818
01.10,41.000000,123.000000,route1,82.000000,10.121951
02.9,43.000000,141.000000,route2,98.000000,8.469388
01.11,44.000000,144.000000,route1,100.000000,8.300000
07.2,45.000000,80.000000,route3A,35.000000,9.142857
04.7,48.000000,74.000000,route1B,26.000000,12.307692
02.10,49.000000,129.000000,route2,80.000000,10.375000
05.2,50.000000,90.000000,route2A,40.000000,8.000000
06.3,50.000000,89.000000,route2B,39.000000,8.205128
01.12,52.000000,133.000000,route1,81.000000,10.246914
02.11,57.000000,140.000000,route2,83.000000,10.000000
09.1,57.000000,96.000000,route4A,39.000000,8.205128
04.8,60.000000,101.000000,route1B,41.000000,7.804878
07.3,60.000000,101.000000,route3A,41.000000,7.804878
01.13,61.000000,132.000000,route1,71.000000,11.690141
04.9,63.000000,99.000000,route1B,36.000000,8.888889
02.12,66.000000,159.000000,route2,93.000000,8.924731
06.4,66.000000,104.000000,route2B,38.000000,8.421053
01.14,67.000000,143.000000,route1,76.000000,10.921053
02.13,71.000000,176.000000,route2,105.000000,7.904762
03.2,71.000000,96.000000,route1A,25.000000,12.800000
02.14,74.000000,160.000000,route2,86.000000,9.651163
08.0,74.000000,115.000000,route3B,41.000000,7.804878
02.15,79.000000,177.000000,route2,98.000000,8.469388
01.15,80.000000,164.000000,route1,84.000000,9.880952
09.2,80.000000,108.000000,route4A,28.000000,11.428571
03.3,81.000000,120.000000,route1A,39.000000,8.205128
02.16,82.000000,174.000000,route2,92.000000,9.021739
01.16,83.000000,176.000000,route1,93.000000,8.924731
10.2,83.000000,120.000000,route4B,37.000000,8.648649
07.4,84.000000,112.000000,route3A,28.000000,11.428571
02.17,85.000000,211.000000,route2,126.000000,6.587302
04.10,87.000000,120.000000,route1B,33.000000,9.696970
02.18,88.000000,177.000000,route2,89.000000,9.325843
04.11,90.000000,118.000000,route1B,28.000000,11.428571
05.3,91.000000,130.000000,route2A,39.000000,8.205128
02.19,93.000000,179.000000,route2,86.000000,9.651163
01.17,94.000000,175.000000,route1,81.000000,10.246914
02.20,96.000000,199.000000,route2,103.000000,8.058252
04.12,97.000000,135.000000,route1B,38.000000,8.421053
05.4,98.000000,128.000000,route2A,30.000000,10.666667
08.1,98.000000,134.000000,route3B,36.000000,8.888889
09.3,98.000000,127.000000,route4A,29.000000,11.034483
02.21,99.000000,199.000000,route2,100.000000,8.300000
02.22,102.000000,200.000000,route2,98.000000,8.469388
02.23,105.000000,210.000000,route2,105.000000,7.904762
01.18,105.000000,183.000000,route1,78.000000,10.641026
10.3,107.000000,138.000000,route4B,31.000000,10.322581
03.4,108.000000,150.000000,route1A,42.000000,7.619048
05.5,108.000000,145.000000,route2A,37.000000,8.648649
01.19,111.000000,184.000000,route1,73.000000,11.369863
02.24,113.000000,210.000000,route2,97.000000,8.556701
01.20,115.000000,209.000000,route1,94.000000,8.829787
04.13,115.000000,149.000000,route1B,34.000000,9.411765
01.21,119.000000,221.000000,route1,102.000000,8.137255
08.2,119.000000,151.000000,route3B,32.000000,10.000000
08.3,122.000000,160.000000,route3B,38.000000,8.421053
08.4,125.000000,159.000000,route3B,34.000000,9.411765
02.25,125.000000,211.000000,route2,86.000000,9.651163
08.5,128.000000,174.000000,route3B,46.000000,6.956522
02.26,128.000000,236.000000,route2,108.000000,7.685185
03.5,128.000000,164.000000,route1A,36.000000,8.888889
01.22,130.000000,216.000000,route1,86.000000,9.651163
03.6,131.000000,164.000000,route1A,33.000000,9.696970
04.14,133.000000,163.000000,route1B,30.000000,10.666667
05.6,133.000000,170.000000,route2A,37.000000,8.648649
01.23,137.000000,234.000000,route1,97.000000,8.556701
02.27,137.000000,226.000000,route2,89.000000,9.325843
04.15,138.000000,164.000000,route1B,26.000000,12.307692
06.5,140.000000,167.000000,route2B,27.000000,11.851852
10.4,140.000000,167.000000,route4B,27.000000,11.851852
06.6,143.000000,169.000000,route2B,26.000000,12.307692
10.5,143.000000,180.000000,route4B,37.000000,8.648649
02.28,143.000000,225.000000,route2,82.000000,10.121951
02.29,148.000000,247.000000,route2,99.000000,8.383838
03.7,148.000000,189.000000,route1A,41.000000,7.804878
01.24,149.000000,233.000000,route1,84.000000,9.880952
02.30,151.000000,241.000000,route2,90.000000,9.222222
03.8,151.000000,191.000000,route1A,40.000000,8.000000
10.6,152.000000,188.000000,route4B,36.000000,8.888889
09.4,153.000000,190.000000,route4A,37.000000,8.648649
03.9,154.000000,192.000000,route1A,38.000000,8.421053
01.25,154.000000,244.000000,route1,90.000000,9.222222
02.31,154.000000,256.000000,route2,102.000000,8.137255
09.5,156.000000,189.000000,route4A,33.000000,9.696970
04.16,156.000000,190.000000,route1B,34.000000,9.411765
08.6,156.000000,182.000000,route3B,26.000000,12.307692
03.10,157.000000,194.000000,route1A,37.000000,8.648649
02.32,159.000000,232.000000,route2,73.000000,11.369863
01.26,161.000000,257.000000,route1,96.000000,8.645833
01.27,166.000000,272.000000,route1,106.000000,7.830189
01.28,168.000000,258.000000,route1,90.000000,9.222222
03.11,168.000000,204.000000,route1A,36.000000,8.888889
05.7,170.000000,205.000000,route2A,35.000000,9.142857
01.29,171.000000,269.000000,route1,98.000000,8.469388
02.33,171.000000,254.000000,route2,83.000000,10.000000
05.8,173.000000,203.000000,route2A,30.000000,10.666667
09.6,173.000000,203.000000,route4A,30.000000,10.666667
01.30,174.000000,279.000000,route1,105.000000,7.904762
02.34,174.000000,256.000000,route2,82.000000,10.121951
07.5,175.000000,215.000000,route3A,40.000000,8.000000
05.9,176.000000,215.000000,route2A,39.000000,8.205128
02.35,177.000000,259.000000,route2,82.000000,10.121951
03.12,177.000000,219.000000,route1A,42.000000,7.619048
10.7,178.000000,203.000000,route4B,25.000000,12.800000
01.31,179.000000,284.000000,route1,105.000000,7.904762
02.36,180.000000,257.000000,route2,77.000000,10.779221
01.32,182.000000,268.000000,route1,86.000000,9.651163
02.37,183.000000,273.000000,route2,90.000000,9.222222
07.6,183.000000,214.000000,route3A,31.000000,10.322581
06.7,185.000000,213.000000,route2B,28.000000,11.428571
08.7,185.000000,212.000000,route3B,27.000000,11.851852
02.38,186.000000,270.000000,route2,84.000000,9.880952
08.8,188.000000,230.000000,route3B,42.000000,7.619048
02.39,189.000000,272.000000,route2,83.000000,10.000000
06.8,190.000000,224.000000,route2B,34.000000,9.411765
01.33,192.000000,290.000000,route1,98.000000,8.469388
04.17,193.000000,229.000000,route1B,36.000000,8.888889
06.9,193.000000,222.000000,route2B,29.000000,11.034483
09.7,195.000000,229.000000,route4A,34.000000,9.411765
04.18,196.000000,229.000000,route1B,33.000000,9.696970
02.40,196.000000,285.000000,route2,89.000000,9.325843
10.8,197.000000,230.000000,route4B,33.000000,9.696970
01.34,198.000000,297.000000,route1,99.000000,8.383838
02.41,199.000000,275.000000,route2,76.000000,10.921053
07.7,200.000000,228.000000,route3A,28.000000,11.428571
09.8,201.000000,226.000000,route4A,25.000000,12.800000
01.35,202.000000,297.000000,route1,95.000000,8.736842
02.42,202.000000,303.000000,route2,101.000000,8.217822
01.36,205.000000,300.000000,route1,95.000000,8.736842
02.43,205.000000,298.000000,route2,93.000000,8.924731
05.10,205.000000,245.000000,route2A,40.000000,8.000000
07.8,207.000000,236.000000,route3A,29.000000,11.034483
01.37,208.000000,299.000000,route1,91.000000,9.120879
03.13,208.000000,251.000000,route1A,43.000000,7.441860
06.10,209.000000,244.000000,route2B,35.000000,9.142857
04.19,210.000000,250.000000,route1B,40.000000,8.000000
03.14,211.000000,251.000000,route1A,40.000000,8.000000
05.11,214.000000,244.000000,route2A,30.000000,10.666667
02.44,216.000000,296.000000,route2,80.000000,10.375000
08.9,216.000000,254.000000,route3B,38.000000,8.421053
01.38,217.000000,300.000000,route1,83.000000,10.000000
07.9,217.000000,254.000000,route3A,37.000000,8.648649
09.9,219.000000,247.000000,route4A,28.000000,11.428571
02.45,221.000000,322.000000,route2,101.000000,8.217822
03.15,221.000000,265.000000,route1A,44.000000,7.272727
01.39,222.000000,313.000000,route1,91.000000,9.120879
07.10,223.000000,253.000000,route3A,30.000000,10.666667
09.10,223.000000,253.000000,route4A,30.000000,10.666667
02.46,224.000000,321.000000,route2,97.000000,8.556701
10.9,226.000000,256.000000,route4B,30.000000,10.666667
02.47,227.000000,335.000000,route2,108.000000,7.685185
01.40,228.000000,314.000000,route1,86.000000,9.651163
01.41,231.000000,325.000000,route1,94.000000,8.829787
05.12,231.000000,270.000000,route2A,39.000000,8.205128
08.10,231.000000,270.000000,route3B,39.000000,8.205128
01.42,235.000000,322.000000,route1,87.000000,9.540230
04.20,235.000000,262.000000,route1B,27.000000,11.851852
10.10,235.000000,277.000000,route4B,42.000000,7.619048
02.48,236.000000,324.000000,route2,88.000000,9.431818
05.13,237.000000,269.000000,route2A,32.000000,10.000000
04.21,238.000000,282.000000,route1B,44.000000,7.272727
01.43,240.000000,347.000000,route1,107.000000,7.757009
01.44,243.000000,334.000000,route1,91.000000,9.120879
04.22,244.000000,279.000000,route1B,35.000000,9.142857
01.45,246.000000,350.000000,route1,104.000000,7.980769
02.49,247.000000,334.000000,route2,87.000000,9.540230
01.46,249.000000,344.000000,route1,95.000000,8.736842
06.11,251.000000,279.000000,route2B,28.000000,11.428571
01.47,252.000000,347.000000,route1,95.000000,8.736842
02.50,252.000000,345.000000,route2,93.000000,8.924731
01.48,255.000000,359.000000,route1,104.000000,7.980769
02.51,256.000000,345.000000,route2,89.000000,9.325843
01.49,258.000000,370.000000,route1,112.000000,7.410714
02.52,260.000000,365.000000,route2,105.000000,7.904762
01.50,261.000000,348.000000,route1,87.000000,9.540230
10.11,261.000000,296.000000,route4B,35.000000,9.142857
02.53,263.000000,374.000000,route2,111.000000,7.477477
01.51,264.000000,350.000000,route1,86.000000,9.651163
06.12,265.000000,292.000000,route2B,27.000000,11.851852
02.54,266.000000,366.000000,route2,100.000000,8.300000
07.11,267.000000,305.000000,route3A,38.000000,8.421053
06.13,268.000000,298.000000,route2B,30.000000,10.666667
02.55,269.000000,374.000000,route2,105.000000,7.904762
01.52,269.000000,368.000000,route1,99.000000,8.383838
01.53,272.000000,392.000000,route1,120.000000,6.916667
03.16,273.000000,309.000000,route1A,36.000000,8.888889
01.54,275.000000,369.000000,route1,94.000000,8.829787
05.14,275.000000,303.000000,route2A,28.000000,11.428571
02.56,278.000000,373.000000,route2,95.000000,8.736842
08.11,279.000000,313.000000,route3B,34.000000,9.411765
05.15,282.000000,318.000000,route2A,36.000000,8.888889
04.23,284.000000,312.000000,route1B,28.000000,11.428571
02.57,285.000000,385.000000,route2,100.000000,8.300000
01.55,286.000000,378.000000,route1,92.000000,9.021739
09.11,288.000000,317.000000,route4A,29.000000,11.034483
01.56,289.000000,380.000000,route1,91.000000,9.120879
03.17,290.000000,330.000000,route1A,40.000000,8.000000
05.16,290.000000,317.000000,route2A,27.000000,11.851852
02.58,291.000000,391.000000,route2,100.000000,8.300000
01.57,292.000000,391.000000,route1,99.000000,8.383838
03.18,293.000000,329.000000,route1A,36.000000,8.888889
06.14,293.000000,333.000000,route2B,40.000000,8.000000
02.59,294.000000,389.000000,route2,95.000000,8.736842
08.12,294.000000,335.000000,route3B,41.000000,7.804878
01.58,296.000000,394.000000,route1,98.000000,8.469388
02.60,298.000000,404.000000,route2,106.000000,7.830189
01.59,299.000000,395.000000,route1,96.000000,8.645833
02.61,301.000000,400.000000,route2,99.000000,8.383838
01.60,302.000000,392.000000,route1,90.000000,9.222222
03.19,303.000000,338.000000,route1A,35.000000,9.142857
01.61,305.000000,424.000000,route1,119.000000,6.974790
02.62,305.000000,402.000000,route2,97.000000,8.556701
08.13,307.000000,335.000000,route3B,28.000000,11.428571
01.62,308.000000,415.000000,route1,107.000000,7.757009
02.63,308.000000,402.000000,route2,94.000000,8.829787
09.12,309.000000,359.000000,route4A,50.000000,6.400000
01.63,311.000000,426.000000,route1,115.000000,7.217391
02.64,311.000000,397.000000,route2,86.000000,9.651163
04.24,311.000000,339.000000,route1B,28.000000,11.428571
08.14,311.000000,343.000000,route3B,32.000000,10.000000
03.20,312.000000,353.000000,route1A,41.000000,7.804878
01.64,314.000000,416.000000,route1,102.000000,8.137255
02.65,314.000000,415.000000,route2,101.000000,8.217822
01.65,317.000000,415.000000,route1,98.000000,8.469388
03.21,318.000000,348.000000,route1A,30.000000,10.666667
06.15,318.000000,360.000000,route2B,42.000000,7.619048
07.12,319.000000,355.000000,route3A,36.000000,8.888889
01.66,320.000000,427.000000,route1,107.000000,7.757009
09.13,320.000000,355.000000,route4A,35.000000,9.142857
02.66,321.000000,403.000000,route2,82.000000,10.121951
01.67,323.000000,425.000000,route1,102.000000,8.137255
02.67,324.000000,417.000000,route2,93.000000,8.924731
09.14,324.000000,366.000000,route4A,42.000000,7.619048
04.25,325.000000,359.000000,route1B,34.000000,9.411765
01.68,326.000000,427.000000,route1,101.000000,8.217822
02.68,327.000000,415.000000,route2,88.000000,9.431818
04.26,328.000000,360.000000,route1B,32.000000,10.000000
05.17,328.000000,357.000000,route2A,29.000000,11.034483
06.16,328.000000,358.000000,route2B,30.000000,10.666667
