VehID,DepartedTime,ArrivedTime,RouteID,TravelTime,AverageSpeed
03.0,1.000000,34.000000,route1A,33.000000,9.696970
06.0,1.000000,40.000000,route2B,39.000000,8.205128
01.0,2.000000,82.000000,route1,80.000000,10.375000
06.1,4.000000,42.000000,route2B,38.000000,8.421053
01.1,5.000000,84.000000,route1,79.000000,10.506329
04.0,7.000000,37.000000,route1B,30.000000,10.666667
01.2,8.000000,82.000000,route1,74.000000,11.216216
07.0,8.000000,45.000000,route3A,37.000000,8.648649
03.1,10.000000,41.000000,route1A,31.000000,10.322581
01.3,11.000000,86.000000,route1,75.000000,11.066667
02.0,13.000000,109.000000,route2,96.000000,8.645833
04.1,15.000000,54.000000,route1B,39.000000,8.205128
07.1,16.000000,43.000000,route3A,27.000000,11.851852
01.4,17.000000,86.000000,route1,69.000000,12.028986
04.2,18.000000,54.000000,route1B,36.000000,8.888889
02.1,19.000000,113.000000,route2,94.000000,8.829787
04.3,21.000000,57.000000,route1B,36.000000,8.888889
10.0,21.000000,61.000000,route4B,40.000000,8.000000
02.2,22.000000,113.000000,route2,91.000000,9.120879
01.5,24.000000,123.000000,route1,99.000000,8.383838
02.3,25.000000,108.000000,route2,83.000000,10.000000
04.4,25.000000,57.000000,route1B,32.000000,10.000000
05.0,25.000000,67.000000,route2A,42.000000,7.619048
06.2,25.000000,66.000000,route2B,41.000000,7.804878
01.6,27.000000,124.000000,route1,97.000000,8.556701
02.4,28.000000,127.000000,route2,99.000000,8.383838
05.1,28.000000,63.000000,route2A,35.000000,9.142857
01.7,30.000000,127.000000,route1,97.000000,8.556701
02.5,31.000000,129.000000,route2,98.000000,8.469388
04.5,31.000000,59.000000,route1B,28.000000,11.428571
09.0,32.000000,59.000000,route4A,27.000000,11.851852
01.8,33.000000,127.000000,route1,94.000000,8.829787
02.6,34.000000,143.000000,route2,109.000000,7.614679
02.7,37.000000,129.000000,route2,92.000000,9.021739
10.1,37.000000,74.000000,route4B,37.000000,8.648649
